Team,Rec,Delta,Rat,Pwr,Off,Def,HFA,SoS,Year
WashburnNCAA D2,14-150.483,,3836.57,33723.3,36684.79,31014.26,2.91,36419.07,22-23
Wayne St NENCAA D2,18-110.621,,3846.57,38819.92,41383.59,39312.08,2.92,40116.89,22-23
St Edward'sNCAA D2,21-110.656,,3856.57,37720.66,23987.92,5178.48,2.83,45914.84,22-23
McKendreeNCAA D2,20-130.606,,3866.56,40019.15,42383.38,41411.51,2.73,39617.08,22-23
LanderNCAA D2,22-100.688,,3876.56,38320.29,36384.8,42311.23,2.9,48613.92,22-23
St AnselmNCAA D2,22-80.733,,3886.56,39819.23,37684.5,44510.47,2.96,49113.84,22-23
VMINCAA D1,7-250.219,,3896.55,35821.9,27886.92,43310.72,2.92,26028.16,22-23
St Martin'sNCAA D2,24-80.750,,3906.55,41518.56,33085.71,5128.59,2.69,52413.08,22-23
Azusa PacificNCAA D2,22-90.710,,3916.55,37520.88,46082.45,31514.18,2.95,53012.98,22-23
SW BaptistNCAA D2,20-100.667,,3926.55,38919.85,35185.1,44410.5,2.68,47514.39,22-23
IL SpringfieldNCAA D2,20-100.667,,3936.54,41718.41,42683.23,42810.92,2.88,43915.5,22-23
SUNY AlbanyNCAA D1,8-230.258,,3946.53,36921.24,41283.62,34913.36,2.81,28527.17,22-23
MN MankatoNCAA D2,17-120.586,,3956.53,39419.59,31586.05,4869.28,2.86,38717.52,22-23
Holy CrossNCAA D1,10-220.313,,3966.52,39619.51,45482.53,37112.73,2.77,31425.8,22-23
Upper IowaNCAA D2,16-130.552,,3976.52,38520.12,19289.44,5876.43,2.9,37618.14,22-23
Dallas BapNCAA D2,17-140.548,,3986.52,37620.8,44782.69,33413.84,2.84,38917.33,22-23
West AlabamaNCAA D2,27-60.818,,3996.52,43617.62,62878.6,29114.77,2.82,6089.57,22-23
Academy of ArtNCAA D2,22-100.688,,4006.51,41218.61,32985.75,5098.61,2.84,47614.28,22-23
New HavenNCAA D2,23-110.676,,4016.51,39919.17,66677.43,20917.48,2.86,51513.25,22-23
CS San MarcosNCAA D2,20-110.645,,4026.51,39219.77,51881.14,30514.37,2.83,46514.68,22-23
Randolph-MaconNCAA D3,29-20.935,,4036.5,41418.57,67977.07,21417.24,2.72,7160.6,22-23
NJITNCAA D1,7-230.233,,4046.5,36821.26,43782.9,31914.11,2.79,28427.17,22-23
Central ConnNCAA D1,10-220.313,,4056.49,39319.62,52081.11,31114.25,2.83,32225.38,22-23
Virginia UnionNCAA D2,24-80.750,,4066.49,42418.21,53880.67,35013.28,2.83,58311.44,22-23
Rogers StNCAA D2,16-140.533,,4076.48,41818.39,40283.92,45410.22,2.9,36619.02,22-23
Bemidji StNCAA D2,20-110.645,,4086.48,45116.73,31486.05,5886.42,2.83,42216.17,22-23
Embry-Riddle FLNCAA D2,19-120.613,,4096.48,38120.57,26887.08,4879.23,2.81,44715.22,22-23
Bethune-CookmanNCAA D1,12-200.375,,4106.48,41118.7,42783.22,42411.22,3.01,35123.63,22-23
Augustana SDNCAA D2,15-140.517,,4116.48,36421.65,39984.03,34713.37,2.73,39916.93,22-23
Incarnate WordNCAA D1,12-190.387,,4126.46,42018.27,48281.9,39212.12,2.86,35822.81,22-23
ColumbiaNCAA D1,7-220.241,,4136.46,39119.77,36184.89,43910.62,2.88,27427.51,22-23
WalshNCAA D2,20-90.690,,4146.45,39519.56,58079.82,26515.48,2.82,57411.65,22-23
AshlandNCAA D2,22-100.688,,4156.45,40219.08,44382.75,39412.07,2.86,55612.11,22-23
S New HampshireNCAA D2,21-90.700,,4166.45,43717.58,62578.65,29514.67,2.87,52313.1,22-23
SW MinnesotaNCAA D2,16-120.571,,4176.45,42518.18,65977.68,24516.24,2.77,41116.56,22-23
Winona StNCAA D2,15-120.556,,4186.44,41918.36,54580.53,34313.57,2.81,39117.21,22-23
E IllinoisNCAA D1,9-220.290,,4196.44,38719.94,52381,29314.68,2.85,33424.52,22-23
St LeoNCAA D2,19-100.655,,4206.43,41018.7,29686.54,5427.91,2.78,50413.52,22-23
LindenwoodNCAA D1,11-210.344,,4216.42,43917.5,45082.59,43710.65,2.83,34024.03,22-23
East Central OKNCAA D2,18-110.621,,4226.42,42817.96,49581.69,39712.01,2.83,47014.61,22-23
Thomas AquinasNCAA D2,26-50.839,,4236.41,44217.23,27087.06,6045.92,2.71,6357.03,22-23
Texas A&M IntlNCAA D2,18-120.600,,4246.41,45216.58,68077.06,27215.26,2.76,42416.11,22-23
Pitt-JohnstownNCAA D2,20-110.645,,4256.41,44616.92,41683.56,4929.1,2.87,46614.67,22-23
Ark Pine BluffNCAA D1,10-210.323,,4266.41,40718.93,48081.92,36912.76,2.88,35023.71,22-23
PresbyterianNCAA D1,5-270.156,,4276.4,35921.82,55080.45,22017.11,2.91,27127.68,22-23
Alabama StNCAA D1,8-230.258,,4286.39,40618.96,53580.8,32713.9,2.86,30726.04,22-23
Chris NewportNCAA D3,30-30.909,,4296.38,50614.08,54280.61,4899.2,2.7,6872.29,22-23
Wm JewellNCAA D2,15-140.517,,4306.38,42917.92,59779.42,31214.24,2.82,39017.24,22-23
MT St-BillingsNCAA D2,20-100.667,,4316.38,48215.12,71875.81,27915.05,2.82,46914.61,22-23
CatawbaNCAA D2,23-80.742,,4326.38,45516.38,20289.14,7052.98,2.76,57911.53,22-23
Chadron StNCAA D2,19-100.655,,4336.36,46216.16,38084.36,5487.54,2.85,48014.13,22-23
WI ParksideNCAA D2,21-100.677,,4346.36,47415.52,57080.09,42511.18,2.96,49613.7,22-23
LamarNCAA D1,9-220.290,,4356.36,39719.36,50481.49,34113.61,2.95,35623.19,22-23
Charleston WVNCAA D2,19-100.655,,4366.36,40418.99,38684.31,44710.42,2.72,56811.83,22-23
E New MexicoNCAA D2,17-120.586,,4376.36,45916.27,45882.46,4749.55,2.94,42915.88,22-23
MO WesternNCAA D2,15-160.484,,4386.35,44117.36,55780.32,36812.78,2.92,37818.07,22-23
Florida A&MNCAA D1,7-220.241,,4396.35,40918.82,65477.77,23516.8,2.83,30826.01,22-23
West ChesterNCAA D2,21-80.724,,4406.35,47215.55,25887.34,6743.96,2.96,56411.93,22-23
West GeorgiaNCAA D2,21-100.677,,4416.35,46415.96,49081.77,4639.94,2.72,54212.55,22-23
St Mary's TXNCAA D2,15-140.517,,4426.34,42718.07,51981.12,37512.69,2.84,42016.27,22-23
Lee TNNCAA D2,20-80.714,,4436.34,43817.52,53680.79,38212.47,2.77,59610.73,22-23
RockhurstNCAA D2,16-130.552,,4446.31,48015.32,46482.38,5048.68,2.94,41416.49,22-23
WV StateNCAA D2,20-90.690,,4456.3,45316.45,16990.08,7342.11,2.74,58011.49,22-23
NE OklahomaNCAA D2,12-150.444,,4466.3,43117.85,48381.86,40911.73,2.8,38417.69,22-23
Emmanuel GANCCAA I,23-80.742,,4476.3,47115.57,45582.52,5018.8,2.79,6079.82,22-23
Houston ChrNCAA D1,10-220.313,,4486.29,43517.62,22188.44,6354.92,2.89,36022.54,22-23
Truman StNCAA D2,12-160.429,,4496.29,40518.98,37184.68,45810.04,2.88,38617.56,22-23
ShippensburgNCAA D2,19-110.633,,4506.29,44716.91,60279.29,34813.36,2.81,55312.31,22-23
Maryville MONCAA D2,16-120.571,,4516.28,49414.65,57979.87,44310.52,2.82,43715.54,22-23
PaceNCAA D2,20-120.625,,4526.28,46915.81,62278.81,37012.74,2.81,52013.16,22-23
Columbus StNCAA D2,16-140.533,,4536.27,45816.29,57180.09,40111.95,2.84,43115.8,22-23
Grand Valley StNCAA D2,18-120.600,,4546.27,44816.8,44582.7,4659.84,2.73,51613.23,22-23
CedarvilleNCCAA I,18-110.621,,4556.27,44417.09,36984.74,5358.09,2.89,56311.93,22-23
Henderson StNCAA D2,15-150.500,,4566.26,44517.05,44482.71,45710.08,2.81,43015.82,22-23
OK BaptistNCAA D2,13-170.433,,4576.26,43317.68,40483.91,4769.51,2.92,38217.72,22-23
Florida TechNCAA D2,19-120.613,,4586.26,47815.38,47881.93,4909.19,2.81,50213.53,22-23
Mt UnionNCAA D3,30-30.909,,4596.25,52113.45,38784.29,6364.91,2.83,6961.78,22-23
Seattle PacificNCAA D2,17-110.607,,4606.25,45616.38,30486.16,6035.96,2.84,53112.98,22-23
MaloneNCCAA II,18-110.621,,4616.25,46016.22,28886.67,6245.29,2.79,54512.51,22-23
Arkansas TechNCAA D2,16-150.516,,4626.25,48415.01,62478.73,39612.02,2.96,41316.52,22-23
W New MexicoNCAA D2,17-120.586,,4636.24,53213.08,56280.26,5148.57,2.91,43215.78,22-23
Young HarrisNCAA D2,19-100.655,,4646.24,52213.43,44682.7,5836.48,2.93,51713.22,22-23
California PANCAA D2,16-140.533,,4656.24,42218.22,23388.07,6055.89,2.81,49313.76,22-23
Franklin PierceNCAA D2,17-120.586,,4666.24,47015.8,42883.16,5238.37,2.96,49513.71,22-23
S Carolina StNCAA D1,5-260.161,,4676.22,43017.85,28486.84,5746.75,2.89,27727.47,22-23
BiolaNCAA D2,18-110.621,,4686.21,48714.92,53280.86,4689.8,2.79,54012.58,22-23
Minot StNCAA D2,12-170.414,,4696.21,42318.21,39484.14,4669.81,2.82,40416.76,22-23
W Salem StNCAA D2,20-90.690,,4706.21,50314.25,71076.12,32913.88,2.82,59910.45,22-23
WI Green BayNCAA D1,3-290.094,,4716.2,43417.65,59279.57,33513.82,3,15231.12,22-23
NewberryNCAA D2,19-100.655,,4726.2,50114.27,63678.31,41011.7,2.89,56711.85,22-23
Midwest TX StNCAA D2,12-160.429,,4736.2,44317.14,56580.16,37212.72,2.88,40216.78,22-23
MillersvilleNCAA D2,18-110.621,,4746.2,46116.17,59979.38,37912.53,2.87,59011.06,22-23
S ConnecticutNCAA D2,19-120.613,,4756.19,48914.78,57779.97,44210.56,2.89,54312.55,22-23
QuincyNCAA D2,14-150.483,,4766.19,49314.66,47282.15,5278.25,2.9,41716.37,22-23
Missouri S&TNCAA D2,16-130.552,,4776.17,52613.33,38984.21,6384.87,2.84,45115.03,22-23
MS Valley StNCAA D1,5-270.156,,4786.17,48814.86,56780.14,44610.46,3,22128.99,22-23
NW NazareneNCAA D2,15-160.484,,4796.15,46715.85,68676.82,29014.77,2.8,46314.69,22-23
Col SpringsNCAA D2,15-140.517,,4806.15,46515.91,38284.34,5537.31,2.88,48313.99,22-23
TusculumNCAA D2,17-120.586,,4816.15,47615.4,46982.3,4988.84,2.83,54912.4,22-23
BarryNCAA D2,12-140.462,,4826.15,44017.47,23887.92,6235.29,2.86,45614.94,22-23
C MissouriNCAA D2,11-170.393,,4836.15,45716.34,64278.15,32513.93,2.98,39517.12,22-23
Arkansas-FSNCAA D2,12-160.429,,4846.14,47915.37,66777.4,33913.72,3,40616.67,22-23
FlaglerNCAA D2,13-170.433,,4856.13,44916.79,22988.11,6554.42,2.71,43415.71,22-23
Hawaii HiloNCAA D2,17-90.654,,4866.13,53512.95,49181.77,5636.93,2.88,58511.34,22-23
St Joseph CTNCAA D3,29-20.935,,4876.13,51713.72,58479.77,4719.69,2.77,879-4.71,22-23
Slippery RockNCAA D2,17-120.586,,4886.13,51813.68,54180.62,5008.8,2.86,53312.76,22-23
Dominican NYNCAA D2,21-90.700,,4896.12,54412.53,53480.83,5527.44,2.62,6059.89,22-23
Le MoyneNCAA D2,15-150.500,,4906.12,47315.54,48181.91,4819.36,2.93,48114.09,22-23
HartfordNCAA D1,5-230.179,,4916.11,42118.24,56480.18,33613.8,2.88,35722.91,22-23
Westminster UTNCAA D2,13-180.419,,4926.11,46815.85,48781.82,4699.77,2.99,41616.42,22-23
AssumptionNCAA D2,14-140.500,,4936.1,49114.74,49681.67,4998.82,2.86,47414.43,22-23
IUPUINCAA D1,5-270.156,,4946.1,46316.08,57280.05,40811.77,2.93,31025.98,22-23
Valdosta StNCAA D2,18-130.581,,4956.1,47715.38,12791.32,823-0.19,2.95,57611.62,22-23
RollinsNCAA D2,15-150.500,,4966.1,51113.99,31086.08,6813.65,2.79,45414.96,22-23
Permian BasinNCAA D2,13-180.419,,4976.09,48115.3,51281.34,4709.7,2.91,42815.91,22-23
W WashingtonNCAA D2,17-130.567,,4986.09,50014.37,19489.32,7890.79,2.79,56511.93,22-23
Delaware StNCAA D1,6-240.200,,4996.09,49814.59,57380.05,45210.28,2.92,32525.22,22-23
DaemenNCAA D2,20-80.714,,5006.08,48315.06,61378.98,40411.82,2.82,6435.69,22-23
ClaflinNCAA D2,19-70.731,,5016.08,56311.49,62378.75,5188.48,2.82,6228.46,22-23
Wheaton ILNCAA D3,25-50.833,,5026.07,55911.68,62078.88,5158.55,2.66,6703.64,22-23
FindlayNCAA D2,15-130.536,,5036.07,49614.6,41183.66,5786.69,2.93,54712.41,22-23
SwarthmoreNCAA D3,28-40.875,,5046.07,54112.6,55680.35,5407.99,2.7,744-0.43,22-23
Palm Beach AtlNCAA D2,14-130.519,,5056.07,52313.36,48681.84,5567.27,2.92,49413.75,22-23
C WashingtonNCAA D2,14-150.483,,5066.07,48514.99,51081.37,4809.37,2.79,50813.44,22-23
SW OklahomaNCAA D2,12-160.429,,5076.06,50214.26,40883.77,5936.23,2.7,42715.94,22-23
Fayetteville StNCAA D2,17-130.567,,5086.06,52913.29,85272.05,22716.98,2.72,56611.87,22-23
T JeffersonNCAA D2,18-120.600,,5096.04,49714.6,41583.56,5726.78,2.82,60310.08,22-23
St CloudNCAA D2,10-180.357,,5106.04,50814.06,32585.83,6733.97,3,37418.22,22-23
Oswego StNCAA D3,28-30.903,,5116.04,53412.98,56180.26,5208.45,2.7,832-3.40,22-23
NW Oklahoma StNCAA D2,11-150.423,,5126.04,49514.61,35784.97,6195.38,2.9,44215.47,22-23
CS ChicoNCAA D2,13-160.448,,5136.04,46615.9,43383.02,5078.63,2.92,49213.78,22-23
CaldwellNCAA D2,22-100.688,,5146.04,56511.39,52580.99,5956.14,2.88,6178.88,22-23
WI OshkoshNCAA D3,24-70.774,,5156.03,50514.12,63078.52,42011.34,2.77,6723.54,22-23
Virginia StNCAA D2,18-120.600,,5166.03,51613.78,56380.22,4859.3,2.84,60110.31,22-23
Davis & ElkinsNCAA D2,19-120.613,,5176.03,5889.97,47582.09,6833.63,2.79,53412.76,22-23
WingateNCAA D2,15-130.536,,5186.03,49014.77,29386.63,6783.89,2.77,56211.94,22-23
Metro StNCAA D2,12-170.414,,5196.03,52413.35,50781.39,5457.7,2.89,41816.36,22-23
Notre Dame OHNCAA D2,18-130.581,,5206.03,53912.71,46382.4,5976.05,2.85,58611.23,22-23
Georgia SWNCAA D2,14-150.483,,5216.03,50714.06,57879.95,4649.85,2.78,50613.46,22-23
Lock HavenNCAA D2,17-120.586,,5226.02,56811.32,59079.59,5517.47,2.81,55212.38,22-23
Regis CONCAA D2,12-170.414,,5236.02,50414.12,43283.04,5706.82,2.85,43315.77,22-23
CSU East BayNCAA D2,13-160.448,,5246.02,51313.94,61578.94,43110.74,2.79,45314.96,22-23
Lake SuperiorNCAA D2,14-140.500,,5256.02,51513.79,54980.46,4949.07,2.99,53212.94,22-23
W OregonNCAA D2,12-150.444,,5266.02,49214.66,46682.34,5378.06,2.96,46414.68,22-23
S Francisco StNCAA D2,16-140.533,,5276.01,56611.33,66177.52,4739.56,2.92,49813.68,22-23
Lincoln PANCAA D2,17-150.531,,5286.01,51213.97,63478.36,41911.36,2.86,56911.82,22-23
Glenville StNCAA D2,17-140.548,,5296,52513.35,24987.51,7591.59,2.87,57711.61,22-23
Lake ErieNCAA D2,14-140.500,,5305.99,53712.87,54380.61,5388.01,2.89,51413.27,22-23
Mary NDNCAA D2,11-150.423,,5315.99,53812.86,57580.01,5118.59,2.84,44015.48,22-23
Seton HillNCAA D2,16-130.552,,5325.99,56911.31,50881.39,6105.67,2.8,52913.01,22-23
CS Poly PomonaNCAA D2,12-140.462,,5335.98,50914.04,66277.5,39112.29,2.79,50113.53,22-23
PostNCAA D2,15-130.536,,5345.98,49914.53,52880.93,4839.34,2.77,59310.97,22-23
OuachitaNCAA D2,13-170.433,,5355.98,55512.01,61279.04,5028.72,2.87,44515.3,22-23
ChaminadeNCAA D2,14-160.467,,5365.98,51413.92,34385.33,6594.34,2.85,50313.52,22-23
AK AnchorageNCAA D2,13-140.481,,5375.97,48614.97,45782.51,5298.21,2.84,57811.6,22-23
UT TylerNCAA D2,9-170.346,,5385.97,53013.29,64877.93,42611.1,2.74,39417.13,22-23
ShepherdNCAA D2,14-150.483,,5395.96,52813.3,74775.18,33213.86,2.98,53512.75,22-23
LewisNCAA D2,8-200.286,,5405.96,45016.76,56680.15,38612.35,2.92,41216.56,22-23
BloomfieldNCAA D2,18-110.621,,5415.96,54712.4,37084.73,6943.41,2.79,6129.25,22-23
Union TNNCAA D2,15-150.500,,5425.95,51014.04,50181.52,5268.25,2.78,58111.46,22-23
NM HighlandsNCAA D2,11-180.379,,5435.94,51913.59,43982.88,5856.45,2.87,43615.54,22-23
KY WesleyanNCAA D2,15-140.517,,5445.94,53113.14,55380.42,5198.46,2.96,59410.94,22-23
Ark MonticelloNCAA D2,11-170.393,,5455.93,53312.99,79273.93,28914.79,2.92,47114.57,22-23
ConcordNCAA D2,15-170.469,,5465.92,55412.06,33385.64,7322.17,2.8,49913.57,22-23
CSU-PuebloNCAA D2,12-160.429,,5475.92,54612.43,64178.17,46010,2.83,48813.9,22-23
AdelphiNCAA D2,12-170.414,,5485.92,52013.54,45682.51,5736.77,2.83,48513.97,22-23
Carson-NewmanNCAA D2,14-140.500,,5495.91,47515.52,53980.66,44010.6,2.84,6099.53,22-23
WI WhitewaterNCAA D3,25-80.758,,5505.91,5949.52,47082.26,7043,2.74,6574.28,22-23
Humboldt StNCAA D2,13-160.448,,5515.91,56111.63,38484.31,7013.05,2.83,47914.14,22-23
GuilfordNCAA D3,22-70.759,,5525.91,55312.07,80073.6,31414.21,2.79,6892.14,22-23
LIU BrooklynNCAA D1,3-260.103,,5535.9,45416.41,37384.61,5477.54,2.96,33724.19,22-23
Saginaw ValNCAA D2,14-150.483,,5545.9,55711.73,53780.75,5756.73,2.89,55112.4,22-23
Johns HopkinsNCAA D3,25-50.833,,5555.89,55212.11,66477.46,44810.39,2.74,773-1.17,22-23
Oklahoma ChrNCAA D2,9-190.321,,5565.89,54812.39,55980.29,5437.85,2.91,39817,22-23
SD MinesNCAA D2,9-190.321,,5575.88,54312.55,50981.37,5646.92,2.94,39717.06,22-23
WI LaCrosseNCAA D3,19-70.731,,5585.88,55811.73,62178.83,5068.64,2.72,6634.11,22-23
CS Dom. HillsNCAA D2,12-160.429,,5595.87,54012.63,61678.91,4799.46,2.83,51813.17,22-23
Belmont AbbeyNCAA D2,19-120.613,,5605.87,55611.89,43682.92,6424.71,2.78,6297.85,22-23
Pittsburg StNCAA D2,8-200.286,,5615.87,54512.48,52780.95,5577.27,2.89,38017.83,22-23
Keene StNCAA D3,28-20.933,,5625.87,6257.97,48881.81,7441.9,2.76,844-3.63,22-23
Auburn M'gomeryNCAA D2,15-140.517,,5635.87,58310.13,42483.33,7132.55,2.78,55812.03,22-23
Case WesternNCAA D3,22-40.846,,5645.87,6058.97,32885.75,848-1.04,2.83,7011.51,22-23
TiffinNCAA D2,15-140.517,,5655.86,57910.39,60879.25,5666.89,2.88,58711.22,22-23
MilesNCAA D2,24-70.774,,5665.85,5939.54,91470.11,27415.18,2.8,6842.6,22-23
Sonoma StNCAA D2,13-190.406,,5675.85,58110.16,68376.96,4968.94,2.83,44815.12,22-23
AK FairbanksNCAA D2,11-150.423,,5685.84,56411.42,65277.8,4829.36,2.8,52613.03,22-23
NewmanNCAA D2,9-190.321,,5695.84,57510.67,52980.9,6165.51,3.01,38817.48,22-23
UVA-WiseNCAA D2,19-120.613,,5705.84,6049.07,42283.39,7671.42,2.85,6158.93,22-23
Georgia C&SNCAA D2,9-190.321,,5715.84,54212.55,61079.11,4919.18,2.85,42516,22-23
DruryNCAA D2,9-190.321,,5725.84,53612.95,45382.56,5966.13,3.04,44415.37,22-23
Hampden-SydneyNCAA D3,22-70.759,,5735.82,6039.1,61978.88,6025.96,2.78,6753.53,22-23
TampaNCAA D2,8-180.308,,5745.81,54912.19,59879.4,5168.53,2.9,41916.32,22-23
Mississippi ColNCAA D2,15-150.500,,5755.81,58510.07,72175.71,45610.11,2.85,58911.11,22-23
Salem WVUSCAA-1,18-120.600,,5765.8,56011.68,40383.92,6903.51,2.86,6396.26,22-23
M Hardin-BaylorNCAA D3,24-60.800,,5775.8,6148.15,49981.59,7242.3,2.76,6882.27,22-23
Michigan TechNCAA D2,10-200.333,,5785.8,55112.15,65577.76,45510.13,2.9,46714.66,22-23
John CarrollNCAA D3,23-50.821,,5795.8,6307.6,45982.45,7860.89,2.95,6951.81,22-23
Cal St-LANCAA D2,11-180.379,,5805.79,57011.2,54780.47,5846.48,2.88,47714.15,22-23
Concordia SPNCAA D2,8-200.286,,5815.78,58610.04,48581.85,6763.94,2.85,38117.74,22-23
CS Monterey BayNCAA D2,10-180.357,,5825.78,56211.54,48981.79,6175.49,2.86,47314.44,22-23
Shaw NCUSCAA-2,16-140.533,,5835.78,57111.11,56880.13,5766.73,2.84,6208.7,22-23
West FloridaNCAA D2,13-150.464,,5845.78,56711.32,58279.77,5557.29,2.85,59710.72,22-23
CS StanislausNCAA D2,10-200.333,,5855.77,57310.91,70076.36,45110.29,2.85,44315.41,22-23
Washington StLNCAA D3,20-70.741,,5865.77,57210.98,80173.58,35913.14,2.83,6991.66,22-23
Purdue NorthwestNCAA D2,12-190.387,,5875.76,57710.45,47182.2,6714,2.93,50913.44,22-23
EckerdNCAA D2,9-170.346,,5885.76,57410.85,51681.16,6185.43,2.9,46214.74,22-23
RoanokeNCAA D3,20-70.741,,5895.76,58210.14,63878.23,5467.65,2.78,7001.56,22-23
WilliamsNCAA D3,23-50.821,,5905.76,58410.12,76174.82,42711.05,2.75,798-1.94,22-23
BartonNCAA D2,17-120.586,,5915.75,6138.21,50581.48,7212.47,2.86,6168.9,22-23
BenedictNCAA D2,22-100.688,,5925.75,5979.4,63378.42,5776.73,2.86,6604.22,22-23
Lenoir-RhyneNCAA D2,11-150.423,,5935.75,55012.19,67477.22,43410.71,2.9,59510.84,22-23
North ParkNCAA D3,24-70.774,,5945.75,6785.11,61179.06,7481.79,2.67,6514.56,22-23
CalvinNCAA D3,22-50.815,,5955.74,5969.42,74975.14,45910.02,2.8,787-1.59,22-23
Eliz. City StNCAA D2,13-160.448,,5965.74,5909.91,66877.4,5258.26,2.79,58811.21,22-23
TuskegeeNCAA D2,20-90.690,,5975.74,6118.34,74875.16,4978.92,2.79,6504.78,22-23
NE KearneyNCAA D2,5-230.179,,5985.73,52713.32,55480.42,5058.65,2.91,37118.49,22-23
Wilmington DENCAA D2,16-140.533,,5995.7,6178.06,60379.29,6514.52,2.82,6109.47,22-23
MorehouseNCAA D2,19-110.633,,6005.68,6078.59,70976.14,5308.19,2.76,6445.39,22-23
St Michael'sNCAA D2,11-180.379,,6015.68,5989.36,73475.47,4729.63,2.82,54112.58,22-23
LimestoneNCAA D2,13-160.448,,6025.67,6068.64,60079.34,6315.04,2.93,59211.02,22-23
Colorado ChrNCAA D2,11-200.355,,6035.67,6247.99,64777.97,6075.76,2.99,46814.64,22-23
TrineNCAA D3,22-40.846,,6045.67,6387.22,89870.65,38712.32,2.78,821-2.94,22-23
ElmhurstNCAA D3,18-100.643,,6055.67,57610.65,47682.06,6604.33,2.71,6763.52,22-23
KutztownNCAA D2,11-170.393,,6065.67,57810.41,38384.32,7471.83,2.85,57211.73,22-23
Wayne St MINCAA D2,8-180.308,,6075.67,6019.12,80373.53,42111.33,2.92,45215.02,22-23
Carleton MNNCAA D3,24-40.857,,6085.67,6675.63,60479.29,7352.09,2.81,752-0.60,22-23
ChowanNCAA D2,14-120.538,,6095.66,6238,47382.14,7581.6,2.92,6218.55,22-23
Dominican CANCAA D2,12-160.429,,6105.65,6327.57,68976.72,5816.59,2.8,57111.78,22-23
EmoryNCAA D3,17-90.654,,6115.65,58010.16,46582.37,6883.53,2.82,6773.35,22-23
E Texas BapNCAA D3,24-70.774,,6125.64,6536.43,60679.26,7082.91,2.76,7150.75,22-23
Ald-BroaddusNCAA D2,11-170.393,,6135.64,6098.5,53180.88,6953.36,2.87,55512.12,22-23
MiddleburyNCAA D3,20-60.769,,6145.63,6297.65,74275.29,5348.1,2.84,7220.23,22-23
St Thomas TXNCAA D3,23-60.793,,6155.63,6476.91,80273.58,4959.07,2.71,746-0.47,22-23
RowanNCAA D3,24-60.800,,6165.61,6437.08,16290.34,1008-7.52,2.73,760-0.88,22-23
CokerNCAA D2,12-170.414,,6175.61,6317.57,65377.77,6145.55,2.96,57511.62,22-23
Worcester TechNCAA D3,22-40.846,,6185.6,6009.18,85372.03,36612.89,2.8,927-6.40,22-23
Fresno PacificNCAA D2,9-190.321,,6195.6,5899.96,66977.39,5248.31,2.87,53912.62,22-23
Anderson SCNCAA D2,9-210.300,,6205.6,5919.7,36584.79,7920.65,2.89,48713.91,22-23
LivingstoneNCAA D2,11-150.423,,6215.59,58710.02,33885.54,8100.22,2.87,6149.18,22-23
HeidelbergNCAA D3,19-80.704,,6225.58,6427.1,54880.46,7232.38,2.78,6941.83,22-23
St RoseNCAA D2,9-200.310,,6235.57,6088.53,54080.63,6823.64,2.92,50013.56,22-23
TuftsNCAA D3,20-80.714,,6245.57,6367.31,65777.69,6205.36,2.86,7100.95,22-23
UT DallasNCAA D3,20-60.769,,6255.56,6506.65,64977.92,6534.47,2.85,763-0.95,22-23
AllianceNCAA D2,15-140.517,,6265.56,6615.89,70276.32,6225.32,2.78,6258.29,22-23
WI Eau ClaireNCAA D3,17-100.630,,6275.55,6467.01,68576.93,6065.82,2.69,6693.78,22-23
Hawaii PacificNCAA D2,11-190.367,,6285.55,6208.02,60779.25,6524.51,2.84,58211.45,22-23
Francis MarionNCAA D2,14-140.500,,6295.55,6287.77,34885.16,870-1.64,2.97,6317.71,22-23
MontevalloNCAA D2,10-190.345,,6305.53,6277.89,35884.96,861-1.33,2.89,55912,22-23
NicholsNCAA D3,26-60.813,,6315.53,6625.79,39584.11,896-2.57,2.65,853-3.84,22-23
WoosterNCAA D3,21-60.778,,6325.53,6685.6,70476.29,6305.05,2.76,766-1.08,22-23
Chestnut HillNCAA D2,16-140.533,,6335.53,6795.09,69676.43,6564.41,2.76,6327.68,22-23
Mary WashingtonNCAA D3,20-90.690,,6345.53,6397.22,84572.28,43510.68,2.9,7130.8,22-23
HardingNCAA D2,8-210.276,,6355.53,6198.03,48481.85,7431.92,2.87,47814.15,22-23
Rochester NYNCAA D3,16-100.615,,6365.52,6417.11,64378.06,6394.79,2.87,6654,22-23
CameronNCAA D2,4-240.143,,6375.52,5929.61,53080.9,6544.45,3.01,36918.56,22-23
MariettaNCAA D3,17-110.607,,6385.52,6029.11,49881.6,6993.26,2.85,6862.3,22-23
NYUNCAA D3,18-80.692,,6395.51,6407.14,60179.32,6863.56,2.76,7120.92,22-23
Washington & LeeNCAA D3,18-80.692,,6405.5,6496.69,34285.35,910-2.91,2.84,7021.46,22-23
R StocktonNCAA D3,24-60.800,,6415.5,7013.71,63978.18,7741.27,2.85,768-1.13,22-23
N Central ILNCAA D3,14-120.538,,6425.49,6168.11,60579.29,6494.56,2.73,6494.83,22-23
ConverseNCAA D2,15-150.500,,6435.49,6765.22,75474.99,6015.97,2.88,6307.75,22-23
Mt OliveNCAA D2,13-190.406,,6445.49,6357.36,30886.11,913-3.00,2.9,6119.47,22-23
BerryNCAA D3,25-40.862,,6455.48,6914.31,74075.35,6434.71,2.68,901-5.55,22-23
LeMoyne-OwenNCAA D2,18-120.600,,6465.48,6725.4,62678.63,7172.52,2.79,6594.27,22-23
